timestamp,co_sensor_mg_m3,nox_sensor_ppb,no2_sensor_microg_m3,temperature_c,relative_humidity_percent,absolute_humidity_g_m3
2004-07-10 12:00:00,0.8,53.0,71.0,32.4,20.5,0.9806
2004-07-10 13:00:00,0.8,61.0,78.0,33.3,19.2,0.9634
2004-07-10 14:00:00,0.6,48.0,62.0,33.1,16.8,0.8391
2004-07-10 15:00:00,0.6,39.0,54.0,33.1,18.3,0.9081
2004-07-10 16:00:00,0.5,41.0,59.0,32.4,18.0,0.8599
2004-07-10 17:00:00,0.7,48.0,69.0,31.8,18.7,0.8624
2004-07-10 18:00:00,0.8,50.0,67.0,30.3,21.4,0.9064
2004-07-10 19:00:00,0.9,51.0,58.0,27.2,28.2,1.0013
2004-07-10 20:00:00,1.3,70.0,77.0,26.1,33.7,1.1228
2004-07-10 21:00:00,1.3,89.0,94.0,24.7,38.8,1.1929
2004-07-10 22:00:00,1.4,100.0,97.0,23.4,43.2,1.229
2004-07-10 23:00:00,1.9,139.0,110.0,23.1,44.2,1.2317
2004-07-11 00:00:00,2.3,176.0,116.0,22.7,45.3,1.2299
2004-07-11 01:00:00,1.0,71.0,74.0,21.6,47.5,1.2118
2004-07-11 02:00:00,0.5,37.0,51.0,22.0,45.8,1.1965
2004-07-11 03:00:00,1.0,37.0,51.0,20.4,51.3,1.2131
2004-07-11 04:00:00,0.4,30.0,40.0,20.6,50.3,1.2041
2004-07-11 05:00:00,0.3,29.0,36.0,20.6,50.6,1.2119
2004-07-11 06:00:00,0.2,25.0,35.0,21.3,48.8,1.2189
2004-07-11 07:00:00,0.4,40.0,48.0,20.4,52.6,1.247
2004-07-11 08:00:00,0.3,32.0,38.0,23.5,44.0,1.2596
2004-07-11 09:00:00,0.6,43.0,54.0,25.7,37.9,1.2334
2004-07-11 10:00:00,0.6,44.0,57.0,27.9,33.6,1.2433
2004-07-11 11:00:00,0.6,35.0,54.0,29.0,28.3,1.1116
2004-07-11 12:00:00,0.5,32.0,46.0,29.5,25.9,1.0489
2004-07-11 13:00:00,0.4,21.0,36.0,31.8,22.3,1.0366
2004-07-11 14:00:00,0.2,10.0,19.0,32.2,20.0,0.9488
2004-07-11 15:00:00,0.4,22.0,34.0,32.4,19.3,0.922
2004-07-11 16:00:00,0.6,46.0,63.0,33.0,17.7,0.8758
2004-07-11 17:00:00,0.9,66.0,86.0,32.0,19.8,0.9273
2004-07-11 18:00:00,0.7,49.0,65.0,29.6,24.1,0.9831
2004-07-11 19:00:00,1.2,86.0,101.0,26.9,27.1,0.948
2004-07-11 20:00:00,1.6,111.0,116.0,25.3,30.9,0.9815
2004-07-11 21:00:00,1.8,143.0,124.0,24.2,35.9,1.0684
2004-07-11 22:00:00,2.4,184.0,136.0,23.2,43.2,1.2104
2004-07-11 23:00:00,1.5,134.0,108.0,22.7,43.9,1.1962
2004-07-12 00:00:00,0.9,78.0,82.0,21.6,44.0,1.1244
2004-07-12 01:00:00,0.8,50.0,68.0,20.7,46.4,1.1198
2004-07-12 02:00:00,0.2,13.0,22.0,21.2,46.2,1.1482
2004-07-12 03:00:00,0.1,13.0,22.0,22.7,42.3,1.1491
2004-07-12 05:00:00,0.5,43.0,43.0,20.0,51.8,1.1967
2004-07-12 06:00:00,1.4,146.0,84.0,18.5,57.4,1.2076
2004-07-12 07:00:00,3.3,333.0,108.0,19.6,54.3,1.2278
2004-07-12 08:00:00,3.6,298.0,112.0,21.3,49.7,1.2452
2004-07-12 09:00:00,1.7,178.0,104.0,21.7,46.3,1.1867
2004-07-12 10:00:00,1.5,177.0,107.0,23.4,39.4,1.1172
2004-07-12 11:00:00,1.6,172.0,102.0,25.7,33.0,1.0763
2004-07-12 12:00:00,2.1,183.0,104.0,28.5,27.3,1.0479
2004-07-12 13:00:00,2.1,164.0,96.0,27.0,27.9,0.9812
2004-07-12 14:00:00,1.6,122.0,80.0,24.2,36.9,1.0966
2004-07-12 15:00:00,1.3,105.0,72.0,26.0,34.9,1.1509
2004-07-12 16:00:00,1.6,144.0,106.0,24.8,33.1,1.0222
2004-07-12 17:00:00,3.1,220.0,119.0,24.0,36.3,1.0708
2004-07-12 18:00:00,3.3,207.0,119.0,23.6,35.5,1.0187
2004-07-12 19:00:00,3.4,210.0,128.0,23.6,35.7,1.0282
2004-07-12 20:00:00,2.8,175.0,112.0,23.3,34.5,0.9768
2004-07-12 21:00:00,1.5,117.0,95.0,22.5,36.8,0.988
2004-07-12 22:00:00,1.3,93.0,85.0,21.3,38.7,0.9686
2004-07-12 23:00:00,1.6,118.0,101.0,20.9,39.4,0.9596
2004-07-13 00:00:00,1.5,132.0,94.0,19.8,47.7,1.093
2004-07-13 01:00:00,1.0,88.0,76.0,19.3,51.4,1.1387
2004-07-13 02:00:00,0.5,43.0,50.0,18.4,53.4,1.117
2004-07-13 03:00:00,0.4,43.0,50.0,18.8,51.1,1.1
2004-07-13 04:00:00,0.6,44.0,51.0,16.3,59.8,1.1042
2004-07-13 05:00:00,0.7,50.0,42.0,16.6,56.8,1.0629
2004-07-13 06:00:00,1.3,101.0,62.0,16.2,57.4,1.0515
2004-07-13 07:00:00,4.0,339.0,111.0,17.3,54.3,1.0631
2004-07-13 08:00:00,5.0,379.0,129.0,19.2,48.8,1.0751
2004-07-13 09:00:00,3.6,321.0,135.0,21.7,42.4,1.0859
2004-07-13 10:00:00,2.8,272.0,139.0,26.4,29.9,1.0138
2004-07-13 11:00:00,2.6,278.0,134.0,31.3,19.1,0.8634
2004-07-13 12:00:00,2.7,253.0,141.0,33.7,15.4,0.7913
2004-07-13 13:00:00,2.3,187.0,112.0,34.5,13.3,0.7158
2004-07-13 14:00:00,2.0,149.0,105.0,33.8,13.9,0.7172
2004-07-13 15:00:00,1.3,89.0,72.0,30.1,19.4,0.8157
2004-07-13 16:00:00,1.7,124.0,90.0,28.3,21.3,0.8054
2004-07-13 17:00:00,2.8,206.0,126.0,31.9,18.3,0.8523
2004-07-13 18:00:00,3.8,241.0,154.0,32.0,20.1,0.9364
2004-07-13 19:00:00,4.9,303.0,173.0,28.9,24.1,0.9495
2004-07-13 20:00:00,4.3,294.0,162.0,27.3,27.1,0.967
2004-07-13 21:00:00,2.6,203.0,128.0,26.0,28.5,0.9484
2004-07-13 22:00:00,2.4,176.0,120.0,25.2,28.6,0.9008
2004-07-13 23:00:00,1.9,155.0,111.0,24.3,31.1,0.9316
2004-07-14 00:00:00,1.4,108.0,89.0,23.6,33.8,0.9685
2004-07-14 01:00:00,1.1,72.0,69.0,23.0,33.8,0.9406
2004-07-14 02:00:00,0.9,65.0,70.0,22.2,38.4,1.0126
2004-07-14 03:00:00,0.7,65.0,70.0,20.4,42.6,1.0083
2004-07-14 04:00:00,0.5,39.0,59.0,20.5,42.3,1.0091
2004-07-14 05:00:00,0.8,79.0,73.0,18.8,49.0,1.0505
2004-07-14 06:00:00,1.3,140.0,89.0,18.8,49.4,1.0624
2004-07-14 07:00:00,4.7,427.0,142.0,19.9,46.5,1.071
2004-07-14 08:00:00,4.6,366.0,145.0,22.1,41.7,1.098
2004-07-14 09:00:00,3.7,311.0,156.0,24.0,36.4,1.0706
2004-07-14 10:00:00,2.8,275.0,148.0,30.2,22.8,0.9616
2004-07-14 11:00:00,1.8,195.0,122.0,33.4,17.1,0.8627
2004-07-14 12:00:00,1.9,144.0,106.0,35.1,15.0,0.8381
2004-07-14 13:00:00,2.0,162.0,106.0,34.1,16.0,0.8408
2004-07-14 14:00:00,2.0,200.0,127.0,35.7,13.6,0.7836
2004-07-14 15:00:00,2.1,176.0,113.0,35.3,13.8,0.7767
2004-07-14 16:00:00,2.1,203.0,136.0,32.3,16.7,0.7946
2004-07-14 17:00:00,3.2,237.0,153.0,36.0,13.3,0.7773
2004-07-14 18:00:00,4.0,263.0,172.0,35.8,13.7,0.7868
2004-07-14 19:00:00,4.6,300.0,190.0,32.3,18.4,0.8753
2004-07-14 20:00:00,3.0,189.0,160.0,29.7,25.0,1.0246
2004-07-14 21:00:00,2.9,185.0,159.0,27.8,26.6,0.9748
2004-07-14 22:00:00,1.9,134.0,123.0,26.3,27.3,0.9238
2004-07-14 23:00:00,1.4,96.0,101.0,25.3,30.0,0.9508
2004-07-15 00:00:00,2.1,122.0,116.0,24.0,34.9,1.0271
2004-07-15 01:00:00,1.2,64.0,80.0,23.4,38.6,1.0968
2004-07-15 02:00:00,0.6,30.0,51.0,23.5,38.3,1.0972
2004-07-15 03:00:00,0.4,30.0,51.0,22.0,42.6,1.1146
2004-07-15 05:00:00,0.4,36.0,46.0,21.4,45.6,1.1493
2004-07-15 06:00:00,0.7,58.0,64.0,21.1,47.1,1.1641
2004-07-15 07:00:00,2.3,168.0,108.0,21.3,48.4,1.2119
2004-07-15 08:00:00,4.0,306.0,151.0,22.9,47.9,1.3208
2004-07-15 09:00:00,2.8,231.0,153.0,24.4,45.5,1.3721
2004-07-15 10:00:00,1.6,157.0,116.0,27.6,38.0,1.3818
2004-07-15 11:00:00,1.6,132.0,116.0,31.1,29.6,1.318
2004-07-15 12:00:00,2.0,136.0,130.0,33.4,24.7,1.2516
2004-07-15 13:00:00,2.0,127.0,131.0,35.7,18.9,1.0865
2004-07-15 14:00:00,1.7,125.0,131.0,36.2,18.1,1.0724
2004-07-15 15:00:00,2.0,138.0,135.0,37.1,17.7,1.094
2004-07-15 16:00:00,2.2,163.0,152.0,36.5,18.1,1.0887
2004-07-15 17:00:00,3.2,259.0,198.0,35.5,19.1,1.0888
2004-07-15 18:00:00,3.6,236.0,183.0,33.7,20.0,1.0275
2004-07-15 19:00:00,3.8,245.0,175.0,30.5,22.7,0.9763
2004-07-15 20:00:00,4.8,344.0,193.0,28.7,26.2,1.0144
2004-07-15 21:00:00,2.8,188.0,140.0,26.7,28.9,0.9981
2004-07-15 22:00:00,2.6,149.0,128.0,25.7,31.6,1.0285
2004-07-15 23:00:00,1.9,102.0,100.0,24.5,35.7,1.0807
2004-07-16 00:00:00,1.7,99.0,97.0,24.3,36.3,1.0852
2004-07-16 01:00:00,1.0,48.0,67.0,23.8,36.9,1.0748
2004-07-16 02:00:00,0.7,36.0,58.0,23.7,37.3,1.076
2004-07-16 03:00:00,0.5,36.0,58.0,22.2,40.6,1.0729
2004-07-16 04:00:00,0.4,30.0,45.0,21.6,42.2,1.0762
2004-07-16 05:00:00,0.6,56.0,62.0,20.3,46.8,1.1
2004-07-16 06:00:00,0.7,51.0,59.0,20.7,45.9,1.1088
2004-07-16 07:00:00,2.4,172.0,102.0,20.5,47.7,1.1419
2004-07-16 08:00:00,4.4,316.0,154.0,22.4,46.6,1.247
2004-07-16 09:00:00,3.1,269.0,157.0,24.2,48.5,1.4452
2004-07-16 10:00:00,2.0,196.0,138.0,28.8,33.0,1.2825
2004-07-16 11:00:00,2.1,206.0,142.0,32.8,25.2,1.2325
2004-07-16 12:00:00,2.1,156.0,125.0,34.4,19.9,1.0647
2004-07-16 13:00:00,2.1,120.0,120.0,36.5,16.7,1.0045
2004-07-16 14:00:00,2.2,161.0,150.0,37.5,14.3,0.9099
2004-07-16 15:00:00,1.6,114.0,120.0,38.0,15.5,1.0119
2004-07-16 16:00:00,2.4,191.0,173.0,38.1,16.5,1.0828
2004-07-16 17:00:00,3.3,236.0,187.0,37.3,17.3,1.084
2004-07-16 18:00:00,4.0,287.0,206.0,35.9,17.7,1.0316
2004-07-16 19:00:00,4.1,266.0,187.0,32.4,21.5,1.0303
2004-07-16 20:00:00,4.2,274.0,170.0,30.3,25.6,1.0879
2004-07-16 21:00:00,2.9,196.0,149.0,28.5,27.8,1.0665
2004-07-16 22:00:00,2.3,144.0,124.0,26.9,30.5,1.0671
2004-07-16 23:00:00,2.2,142.0,119.0,25.7,33.5,1.0918
2004-07-17 00:00:00,2.1,124.0,108.0,24.7,36.9,1.1302
2004-07-17 01:00:00,1.6,93.0,93.0,23.6,39.2,1.1306
2004-07-17 02:00:00,1.2,71.0,77.0,22.2,43.0,1.1363
2004-07-17 03:00:00,1.2,71.0,77.0,21.2,45.8,1.1353
2004-07-17 04:00:00,0.9,56.0,76.0,21.3,45.9,1.1471
2004-07-17 05:00:00,0.6,46.0,58.0,21.6,45.0,1.151
2004-07-17 06:00:00,0.7,51.0,63.0,21.3,46.5,1.1608
2004-07-17 07:00:00,1.3,83.0,75.0,21.1,46.9,1.1585
2004-07-17 08:00:00,2.0,175.0,111.0,22.8,43.0,1.1731
2004-07-17 09:00:00,1.9,148.0,116.0,25.0,38.3,1.198
2004-07-17 10:00:00,2.2,167.0,138.0,30.9,26.9,1.1835
2004-07-17 11:00:00,1.9,120.0,117.0,35.1,19.2,1.0664
2004-07-17 12:00:00,1.5,78.0,94.0,36.9,17.2,1.0576
2004-07-17 13:00:00,1.4,76.0,91.0,39.3,13.9,0.9715
2004-07-17 14:00:00,1.0,45.0,60.0,40.3,12.6,0.9302
2004-07-17 15:00:00,1.0,54.0,66.0,39.7,13.5,0.965
2004-07-17 16:00:00,1.4,70.0,87.0,41.1,13.1,1.0124
2004-07-17 17:00:00,1.6,87.0,106.0,40.1,14.9,1.0828
2004-07-17 18:00:00,1.6,69.0,94.0,37.4,17.0,1.0757
2004-07-17 19:00:00,2.1,95.0,112.0,34.0,19.2,1.0073
2004-07-17 20:00:00,2.0,107.0,120.0,31.7,21.6,0.9959
2004-07-17 21:00:00,1.9,88.0,106.0,29.7,24.2,0.9926
2004-07-17 22:00:00,2.3,100.0,112.0,27.9,27.6,1.0252
2004-07-17 23:00:00,2.4,125.0,120.0,26.8,29.9,1.0402
2004-07-18 00:00:00,2.2,132.0,114.0,25.8,33.0,1.0826
2004-07-18 01:00:00,1.2,57.0,70.0,26.3,33.1,1.1199
2004-07-18 02:00:00,1.1,46.0,64.0,24.3,38.1,1.1398
2004-07-18 03:00:00,0.8,46.0,64.0,24.7,36.4,1.1158
2004-07-18 05:00:00,0.6,33.0,50.0,21.1,45.6,1.1246
2004-07-18 06:00:00,0.7,50.0,62.0,20.2,48.5,1.1319
2004-07-18 07:00:00,0.4,39.0,53.0,21.3,45.5,1.1405
2004-07-18 08:00:00,0.6,84.0,85.0,22.6,31.0,0.8372
2004-07-18 09:00:00,0.9,93.0,102.0,25.7,34.8,1.1292
2004-07-18 10:00:00,0.9,82.0,97.0,31.6,23.8,1.0842
2004-07-18 11:00:00,0.8,73.0,91.0,36.3,16.3,0.9727
2004-07-18 12:00:00,0.4,43.0,62.0,37.9,15.0,0.9728
2004-07-18 13:00:00,0.3,39.0,57.0,39.4,13.7,0.9639
2004-07-18 14:00:00,0.1,27.0,40.0,40.2,12.3,0.8983
2004-07-18 15:00:00,0.5,46.0,60.0,41.3,11.9,0.9252
2004-07-18 16:00:00,0.4,53.0,70.0,41.4,11.8,0.9282
2004-07-18 17:00:00,0.3,38.0,53.0,40.1,13.6,0.9953
2004-07-18 18:00:00,0.4,39.0,54.0,37.6,16.4,1.0458
2004-07-18 19:00:00,0.6,49.0,58.0,33.9,20.3,1.0522
2004-07-18 20:00:00,0.8,68.0,73.0,31.6,22.9,1.0469
2004-07-18 21:00:00,1.2,102.0,99.0,29.7,24.8,1.016
2004-07-18 22:00:00,1.6,123.0,102.0,29.0,27.0,1.063
2004-07-18 23:00:00,1.2,106.0,101.0,27.9,30.4,1.1249
2004-07-19 00:00:00,0.5,66.0,77.0,28.0,30.6,1.1396
2004-07-19 01:00:00,0.3,43.0,55.0,26.8,32.3,1.1235
2004-07-19 02:00:00,0.1,33.0,51.0,26.6,33.0,1.1338
2004-07-19 04:00:00,0.1,33.0,50.0,22.2,42.8,1.1317
2004-07-19 05:00:00,0.3,75.0,75.0,21.2,46.3,1.1501
2004-07-19 06:00:00,0.8,111.0,89.0,21.4,46.5,1.172
2004-07-19 07:00:00,2.3,250.0,112.0,22.9,43.0,1.1826
2004-07-19 08:00:00,3.4,313.0,142.0,25.2,38.6,1.2215
2004-07-19 09:00:00,2.5,263.0,145.0,27.1,34.9,1.231
2004-07-19 10:00:00,2.4,282.0,165.0,32.4,24.8,1.1886
2004-07-19 11:00:00,2.1,226.0,159.0,36.8,18.0,1.0945
2004-07-21 18:00:00,4.1,124.0,140.0,39.6,18.8,1.3413
2004-07-21 19:00:00,3.8,165.0,163.0,36.1,25.5,1.4949
2004-07-21 20:00:00,3.4,164.0,144.0,33.3,29.9,1.5079
2004-07-21 21:00:00,2.9,122.0,120.0,31.2,33.2,1.4831
2004-07-21 22:00:00,3.1,134.0,120.0,30.1,35.8,1.5034
2004-07-21 23:00:00,3.5,121.0,106.0,28.9,39.1,1.537
2004-07-22 00:00:00,2.4,112.0,95.0,27.8,43.3,1.5929
2004-07-22 01:00:00,1.6,62.0,70.0,26.9,46.1,1.608
2004-07-22 02:00:00,1.3,50.0,67.0,26.4,47.1,1.5947
2004-07-22 03:00:00,0.9,50.0,67.0,25.2,51.4,1.621
2004-07-22 04:00:00,1.0,72.0,70.0,23.8,55.4,1.6073
2004-07-22 05:00:00,0.8,48.0,50.0,24.9,50.6,1.5755
2004-07-22 06:00:00,1.1,58.0,60.0,25.0,49.2,1.5418
2004-07-22 07:00:00,4.4,306.0,127.0,24.7,50.9,1.5593
2004-07-22 10:00:00,3.3,266.0,190.0,34.0,29.9,1.5614
2004-07-22 11:00:00,2.1,159.0,127.0,37.3,22.9,1.4373
2004-07-22 12:00:00,2.1,144.0,130.0,40.1,19.0,1.3849
2004-07-22 13:00:00,2.0,117.0,125.0,42.0,15.8,1.2759
2004-07-22 14:00:00,1.5,108.0,113.0,42.8,14.3,1.2003
2004-07-22 15:00:00,2.1,153.0,143.0,44.3,13.0,1.183
2004-07-22 16:00:00,2.3,166.0,157.0,44.6,12.6,1.1684
2004-07-22 17:00:00,2.8,179.0,170.0,43.4,14.8,1.2882
2004-07-22 18:00:00,3.6,225.0,187.0,40.6,18.2,1.368
2004-07-22 19:00:00,4.0,261.0,181.0,37.1,21.3,1.3223
2004-07-22 20:00:00,3.7,228.0,158.0,34.5,25.5,1.368
2004-07-22 21:00:00,2.5,137.0,112.0,32.2,30.4,1.4433
2004-07-22 22:00:00,2.3,116.0,100.0,30.4,35.4,1.5144
2004-07-22 23:00:00,2.5,143.0,105.0,29.4,38.7,1.5581
2004-07-23 00:00:00,2.7,157.0,107.0,28.6,38.7,1.4921
2004-07-23 01:00:00,1.3,72.0,72.0,27.7,40.5,1.4835
2004-07-23 02:00:00,0.8,42.0,59.0,28.0,39.8,1.4803
2004-07-23 03:00:00,0.9,42.0,59.0,24.8,48.5,1.4953
2004-07-23 04:00:00,0.5,34.0,55.0,25.6,45.8,1.4801
2004-07-23 05:00:00,0.8,74.0,70.0,23.6,51.5,1.4852
2004-07-23 06:00:00,1.0,75.0,59.0,25.1,46.5,1.4615
2004-07-23 07:00:00,2.9,199.0,95.0,24.5,48.3,1.4593
2004-07-23 08:00:00,3.8,262.0,120.0,26.6,42.8,1.4675
2004-07-23 09:00:00,3.5,236.0,133.0,29.0,37.6,1.4866
2004-07-23 10:00:00,2.4,186.0,133.0,34.2,28.5,1.5071
2004-07-23 11:00:00,1.8,132.0,120.0,37.3,22.9,1.4369
2004-07-23 12:00:00,2.1,140.0,132.0,40.1,17.5,1.2721
2004-07-23 13:00:00,2.1,143.0,135.0,42.2,14.6,1.192
2004-07-23 14:00:00,1.5,99.0,121.0,41.9,15.2,1.2173
2004-07-23 15:00:00,1.5,107.0,123.0,43.1,13.8,1.1803
2004-07-23 16:00:00,1.8,130.0,129.0,42.8,13.8,1.1681
2004-07-23 17:00:00,2.1,133.0,129.0,41.1,16.5,1.2701
2004-07-23 18:00:00,3.0,188.0,156.0,38.7,20.3,1.3743
2004-07-23 19:00:00,2.8,155.0,131.0,35.8,24.1,1.3924
2004-07-23 20:00:00,2.5,154.0,115.0,33.1,28.3,1.4121
2004-07-23 21:00:00,1.4,95.0,79.0,30.1,33.9,1.4257
2004-07-23 22:00:00,1.7,110.0,86.0,29.0,36.6,1.4431
2004-07-23 23:00:00,1.8,116.0,91.0,28.5,38.4,1.468
2004-07-24 00:00:00,2.4,153.0,99.0,27.8,39.9,1.4682
2004-07-24 01:00:00,1.9,111.0,83.0,27.0,42.8,1.503
2004-07-24 02:00:00,1.4,79.0,74.0,26.4,44.5,1.5119
2004-07-24 03:00:00,0.8,79.0,74.0,25.8,46.6,1.5269
2004-07-24 04:00:00,0.7,47.0,64.0,25.1,48.5,1.5266
2004-07-24 05:00:00,0.8,61.0,61.0,24.6,52.2,1.5881
2004-07-24 06:00:00,0.7,56.0,62.0,24.4,50.5,1.5243
2004-07-24 07:00:00,1.0,69.0,65.0,25.2,49.1,1.5546
2004-07-24 08:00:00,1.7,109.0,79.0,26.6,50.8,1.7419
2004-07-24 09:00:00,1.9,111.0,90.0,28.0,46.9,1.748
2004-07-24 10:00:00,2.3,150.0,116.0,32.7,34.5,1.6798
2004-07-24 11:00:00,1.7,87.0,89.0,36.6,26.5,1.599
2004-07-24 12:00:00,1.3,64.0,68.0,37.8,26.3,1.6951
2004-07-24 13:00:00,1.2,47.0,53.0,38.3,27.1,1.797
2004-07-24 14:00:00,0.8,34.0,34.0,35.4,32.4,1.837
2004-07-24 15:00:00,0.9,37.0,38.0,37.3,28.8,1.8087
2004-07-24 16:00:00,1.1,49.0,53.0,36.6,28.2,1.697
2004-07-24 17:00:00,1.2,54.0,62.0,35.1,29.6,1.6452
2004-07-24 18:00:00,1.3,70.0,82.0,32.3,33.4,1.59
2004-07-24 19:00:00,1.4,76.0,88.0,29.9,37.9,1.5745
2004-07-24 20:00:00,1.2,59.0,70.0,28.2,41.9,1.5776
2004-07-24 21:00:00,0.9,44.0,53.0,27.2,45.9,1.6316
2004-07-24 22:00:00,1.1,47.0,57.0,27.3,45.7,1.6308
2004-07-24 23:00:00,1.5,71.0,73.0,27.0,47.1,1.6573
2004-07-25 00:00:00,1.7,90.0,83.0,23.7,69.3,2.0042
2004-07-25 01:00:00,0.9,45.0,52.0,23.8,63.5,1.8495
2004-07-25 02:00:00,0.7,44.0,52.0,24.7,56.9,1.739
2004-07-25 03:00:00,0.4,44.0,52.0,25.0,53.1,1.6541
2004-07-25 05:00:00,0.3,10.0,17.0,22.5,69.1,1.8578
2004-07-25 06:00:00,0.4,19.0,28.0,23.4,64.4,1.835
2004-07-25 07:00:00,0.4,20.0,29.0,24.4,57.9,1.7476
2004-07-25 08:00:00,0.5,30.0,37.0,24.5,56.9,1.7225
2004-07-25 09:00:00,0.5,24.0,31.0,24.9,54.8,1.7063
2004-07-25 10:00:00,0.7,35.0,46.0,27.0,47.4,1.6661
2004-07-25 11:00:00,0.9,48.0,66.0,27.6,43.7,1.5877
2004-07-25 12:00:00,0.8,41.0,54.0,28.2,42.6,1.6062
2004-07-25 13:00:00,0.8,37.0,50.0,29.1,40.8,1.6203
2004-07-25 14:00:00,0.7,32.0,44.0,29.8,38.6,1.5911
2004-07-25 15:00:00,0.8,43.0,52.0,31.5,34.5,1.5666
2004-07-25 16:00:00,0.7,28.0,37.0,31.2,36.3,1.6217
2004-07-25 17:00:00,0.8,38.0,51.0,30.0,41.3,1.7259
2004-07-25 18:00:00,1.2,72.0,78.0,27.6,47.5,1.7266
2004-07-25 19:00:00,1.6,89.0,90.0,28.8,41.3,1.6164
2004-07-25 20:00:00,1.6,103.0,110.0,28.5,41.6,1.5959
2004-07-25 21:00:00,1.5,77.0,86.0,27.7,43.4,1.5833
2004-07-25 22:00:00,1.5,84.0,88.0,27.3,44.1,1.5751
2004-07-25 23:00:00,1.5,82.0,91.0,26.9,45.5,1.5926
2004-07-26 00:00:00,1.5,81.0,93.0,26.6,47.2,1.616
2004-07-26 01:00:00,1.2,50.0,68.0,26.0,48.0,1.5882
2004-07-26 02:00:00,0.8,30.0,48.0,26.2,45.7,1.5324
2004-07-31 05:00:00,0.8,40.0,49.0,23.7,54.6,1.5823
2004-07-31 06:00:00,1.2,72.0,71.0,22.6,58.8,1.5903
2004-07-31 07:00:00,1.0,68.0,71.0,24.0,53.4,1.5748
2004-07-31 08:00:00,1.5,89.0,86.0,25.2,51.0,1.6131
2004-07-31 09:00:00,2.8,151.0,125.0,27.3,47.1,1.6807
2004-07-31 10:00:00,3.4,215.0,160.0,32.8,33.4,1.633
2004-07-31 11:00:00,3.3,196.0,174.0,36.0,28.0,1.6304
2004-07-31 12:00:00,2.9,161.0,146.0,38.5,23.8,1.5944
2004-07-31 13:00:00,2.2,120.0,127.0,39.8,20.5,1.4687
2004-07-31 14:00:00,1.6,88.0,114.0,38.1,22.0,1.4402
2004-07-31 15:00:00,0.9,38.0,65.0,40.0,20.0,1.4517
2004-07-31 16:00:00,1.1,47.0,77.0,40.4,19.8,1.4724
2004-07-31 17:00:00,1.0,40.0,68.0,39.1,20.7,1.427
2004-07-31 18:00:00,1.3,58.0,92.0,37.3,24.3,1.5222
2004-07-31 19:00:00,1.6,71.0,104.0,34.0,30.9,1.6158
2004-07-31 20:00:00,1.8,90.0,114.0,31.8,34.5,1.5911
2004-07-31 21:00:00,2.2,95.0,105.0,30.1,37.7,1.5799
2004-07-31 22:00:00,1.8,85.0,85.0,28.6,42.3,1.6251
2004-07-31 23:00:00,2.3,119.0,92.0,27.7,44.6,1.6304
2004-08-01 00:00:00,2.0,106.0,82.0,26.6,47.5,1.6265
2004-08-01 01:00:00,1.8,77.0,70.0,25.7,50.7,1.6491
2004-08-01 02:00:00,0.9,28.0,40.0,25.1,53.9,1.689
2004-08-01 03:00:00,0.5,28.0,40.0,24.8,58.7,1.8089
2004-08-01 04:00:00,0.6,21.0,26.0,23.5,63.6,1.8223
2004-08-01 05:00:00,0.4,17.0,21.0,24.3,59.4,1.7838
2004-08-01 06:00:00,0.4,24.0,30.0,23.3,62.0,1.7547
2004-08-01 07:00:00,0.4,19.0,21.0,24.1,63.1,1.8619
2004-08-01 08:00:00,0.8,39.0,35.0,25.0,60.7,1.892
2004-08-01 09:00:00,0.8,46.0,36.0,27.3,52.4,1.8707
2004-08-01 10:00:00,0.9,53.0,48.0,32.4,37.3,1.7808
2004-08-01 11:00:00,0.7,32.0,39.0,35.4,31.3,1.7736
2004-08-01 12:00:00,0.6,30.0,34.0,37.4,28.2,1.7808
2004-08-01 13:00:00,0.5,24.0,33.0,39.2,20.2,1.4104
2004-08-01 14:00:00,0.6,34.0,42.0,38.1,18.5,1.2141
2004-08-01 15:00:00,0.7,63.0,85.0,40.2,17.7,1.2989
2004-08-01 16:00:00,0.9,69.0,92.0,39.7,19.1,1.3646
2004-08-01 17:00:00,0.9,61.0,84.0,38.5,19.8,1.326
2004-08-01 18:00:00,1.2,73.0,100.0,36.6,24.6,1.4872
2004-08-01 19:00:00,1.4,75.0,95.0,33.1,32.7,1.62
2004-08-01 20:00:00,1.5,69.0,77.0,30.7,38.7,1.678
2004-08-01 21:00:00,1.7,71.0,85.0,29.5,42.7,1.7316
2004-08-01 22:00:00,1.7,73.0,83.0,27.8,52.6,1.9398
2004-08-01 23:00:00,1.7,86.0,88.0,27.4,55.5,1.9998
2004-08-02 00:00:00,1.9,65.0,68.0,27.3,57.1,2.0426
2004-08-02 01:00:00,1.2,74.0,97.0,26.7,60.1,2.067
2004-08-02 02:00:00,0.7,45.0,51.0,26.2,61.6,2.0575
2004-08-02 03:00:00,0.3,45.0,51.0,25.5,62.8,2.0236
2004-08-02 04:00:00,0.2,2.0,5.0,25.5,61.8,1.9831
2004-08-02 05:00:00,0.4,29.0,35.0,25.1,62.4,1.9602
2004-08-02 06:00:00,0.8,42.0,56.0,24.6,62.7,1.9158
2004-08-02 07:00:00,1.9,146.0,110.0,25.7,58.9,1.9156
2004-08-02 09:00:00,1.9,163.0,124.0,28.4,50.7,1.9329
2004-08-02 10:00:00,1.9,144.0,115.0,32.7,36.9,1.7953
